startingAirport,destinationAirport,departureHour,segmentsAirlineName
ATL,BOS,0,American Airlines||American Airlines
ATL,BOS,0,American Airlines||American Airlines||American Airlines
ATL,BOS,0,Delta||Delta
ATL,BOS,0,Delta||Delta||Delta
ATL,BOS,0,Delta||United||United
ATL,BOS,0,JetBlue Airways||JetBlue Airways
ATL,BOS,0,United||United
ATL,BOS,1,Delta
ATL,BOS,1,Delta||Delta
ATL,BOS,1,Delta||Delta||Delta
ATL,BOS,1,Delta||United||United
ATL,BOS,1,Frontier Airlines||Frontier Airlines
ATL,BOS,1,JetBlue Airways||JetBlue Airways
ATL,BOS,1,United||United
ATL,BOS,2,Delta
ATL,BOS,2,Delta||Delta
ATL,BOS,2,Delta||Delta||Delta
ATL,BOS,2,Delta||United
ATL,BOS,2,Delta||United||United
ATL,BOS,2,Frontier Airlines||Frontier Airlines
ATL,BOS,3,Delta||Delta
ATL,BOS,3,Delta||Delta||Delta
ATL,BOS,3,Delta||United
ATL,BOS,3,Delta||United||United
ATL,BOS,3,Frontier Airlines||Frontier Airlines
ATL,BOS,9,American Airlines||American Airlines
ATL,BOS,9,American Airlines||American Airlines||American Airlines
ATL,BOS,9,Frontier Airlines||Frontier Airlines
ATL,BOS,9,JetBlue Airways||JetBlue Airways
ATL,BOS,9,Spirit Airlines||Spirit Airlines
ATL,BOS,9,United||Delta||Delta
ATL,BOS,9,United||United
ATL,BOS,9,United||United||Delta
ATL,BOS,9,United||United||United
ATL,BOS,10,American Airlines||American Airlines
ATL,BOS,10,American Airlines||American Airlines||American Airlines
ATL,BOS,10,Delta
ATL,BOS,10,Delta||Delta
ATL,BOS,10,Frontier Airlines||Frontier Airlines
ATL,BOS,10,JetBlue Airways||JetBlue Airways
ATL,BOS,10,Spirit Airlines
ATL,BOS,10,United||Delta
ATL,BOS,10,United||United
ATL,BOS,11,American Airlines
ATL,BOS,11,American Airlines||American Airlines
ATL,BOS,11,American Airlines||American Airlines||American Airlines
ATL,BOS,11,Delta
ATL,BOS,11,Delta||Delta
ATL,BOS,11,Delta||Delta||Delta
ATL,BOS,11,Delta||United
ATL,BOS,11,Delta||United||United
ATL,BOS,11,JetBlue Airways
ATL,BOS,11,JetBlue Airways||JetBlue Airways
ATL,BOS,12,American Airlines||American Airlines
ATL,BOS,12,American Airlines||American Airlines||American Airlines
ATL,BOS,12,Delta
ATL,BOS,12,Delta||Delta
ATL,BOS,12,Delta||Delta||Delta
ATL,BOS,12,Delta||United
ATL,BOS,12,JetBlue Airways||JetBlue Airways
ATL,BOS,12,Spirit Airlines||Spirit Airlines
ATL,BOS,13,American Airlines||American Airlines
ATL,BOS,13,American Airlines||American Airlines||American Airlines
ATL,BOS,13,Delta
ATL,BOS,13,Delta||Delta
ATL,BOS,13,Delta||Delta||Delta
ATL,BOS,13,Delta||United
ATL,BOS,13,Delta||United||United
ATL,BOS,13,JetBlue Airways||Cape Air||Cape Air
ATL,BOS,13,JetBlue Airways||JetBlue Airways
ATL,BOS,13,JetBlue Airways||JetBlue Airways||JetBlue Airways
ATL,BOS,13,Spirit Airlines||Spirit Airlines
ATL,BOS,13,United||Delta
ATL,BOS,13,United||United
ATL,BOS,13,United||United||Delta
ATL,BOS,13,United||United||United
ATL,BOS,14,American Airlines
ATL,BOS,14,American Airlines||American Airlines
ATL,BOS,14,Delta
ATL,BOS,14,Delta||Delta
ATL,BOS,14,Delta||Delta||Delta
ATL,BOS,14,JetBlue Airways
ATL,BOS,14,JetBlue Airways||JetBlue Airways
ATL,BOS,14,Spirit Airlines||Spirit Airlines
ATL,BOS,14,United||United
ATL,BOS,15,American Airlines
ATL,BOS,15,American Airlines||American Airlines
ATL,BOS,15,American Airlines||American Airlines||American Airlines
ATL,BOS,15,Delta
ATL,BOS,15,Delta||Delta
ATL,BOS,15,Delta||United
ATL,BOS,15,JetBlue Airways
ATL,BOS,15,United||Delta
ATL,BOS,15,United||United
ATL,BOS,16,American Airlines||American Airlines
ATL,BOS,16,American Airlines||American Airlines||American Airlines
ATL,BOS,16,Delta
ATL,BOS,16,Delta||Delta
ATL,BOS,16,Delta||Delta||Delta
ATL,BOS,16,Delta||United
ATL,BOS,16,Delta||United||United
ATL,BOS,16,JetBlue Airways||JetBlue Airways
ATL,BOS,16,Spirit Airlines||Spirit Airlines
ATL,BOS,16,United||Delta
ATL,BOS,16,United||United
ATL,BOS,17,American Airlines||American Airlines
ATL,BOS,17,American Airlines||American Airlines||American Airlines
ATL,BOS,17,Delta
ATL,BOS,17,Delta||Delta
ATL,BOS,17,Delta||Delta||Delta
ATL,BOS,17,Delta||United
ATL,BOS,17,Delta||United||United
ATL,BOS,17,Spirit Airlines||Spirit Airlines
ATL,BOS,17,United||Delta
ATL,BOS,17,United||United
ATL,BOS,17,United||United||Delta
ATL,BOS,18,American Airlines||American Airlines
ATL,BOS,18,American Airlines||American Airlines||American Airlines
ATL,BOS,18,Delta
ATL,BOS,18,Delta||Delta
ATL,BOS,18,Delta||United
ATL,BOS,18,Delta||United||United
ATL,BOS,18,JetBlue Airways||JetBlue Airways
ATL,BOS,18,Spirit Airlines||Spirit Airlines
ATL,BOS,18,United||United
ATL,BOS,19,American Airlines||American Airlines
ATL,BOS,19,Delta
ATL,BOS,19,Delta||Delta
ATL,BOS,19,Delta||Delta||Delta
ATL,BOS,19,Delta||United||United
ATL,BOS,19,Spirit Airlines||Spirit Airlines
ATL,BOS,19,United||Delta
ATL,BOS,19,United||United
ATL,BOS,20,American Airlines||American Airlines
ATL,BOS,20,American Airlines||American Airlines||American Airlines
ATL,BOS,20,Delta
ATL,BOS,20,Delta||Delta
ATL,BOS,20,Delta||United
ATL,BOS,20,JetBlue Airways||JetBlue Airways
ATL,BOS,20,United||Delta
ATL,BOS,21,American Airlines
ATL,BOS,21,American Airlines||American Airlines
ATL,BOS,21,Delta
ATL,BOS,21,Delta||Delta
ATL,BOS,21,Delta||United||United
ATL,BOS,21,JetBlue Airways
ATL,BOS,21,United||United
ATL,BOS,22,American Airlines
ATL,BOS,22,American Airlines||American Airlines
ATL,BOS,22,American Airlines||American Airlines||American Airlines
ATL,BOS,22,Delta
ATL,BOS,22,Delta||Delta
ATL,BOS,22,JetBlue Airways
ATL,BOS,22,JetBlue Airways||JetBlue Airways
ATL,BOS,22,United||United
ATL,BOS,23,American Airlines||American Airlines
ATL,BOS,23,American Airlines||American Airlines||American Airlines
ATL,BOS,23,Delta
ATL,BOS,23,Delta||Delta
ATL,BOS,23,Delta||United
ATL,BOS,23,JetBlue Airways||JetBlue Airways
ATL,BOS,23,Spirit Airlines||Spirit Airlines
ATL,BOS,23,United||United
ATL,BOS,23,United||United||Delta
ATL,BOS,23,United||United||United
ATL,CLT,0,American Airlines
ATL,CLT,0,American Airlines||American Airlines
ATL,CLT,0,American Airlines||American Airlines||American Airlines
ATL,CLT,0,Delta
ATL,CLT,0,Delta||Delta
ATL,CLT,0,Delta||Delta||Delta
ATL,CLT,0,Delta||United
ATL,CLT,0,Delta||United||United
ATL,CLT,0,JetBlue Airways||JetBlue Airways
ATL,CLT,1,Delta
ATL,CLT,1,Delta||Delta
ATL,CLT,1,Delta||Delta||Delta
ATL,CLT,1,JetBlue Airways||JetBlue Airways
ATL,CLT,1,United||United
ATL,CLT,1,United||United||United
ATL,CLT,2,Delta
ATL,CLT,2,Delta||Delta||Delta
ATL,CLT,2,Delta||United
ATL,CLT,2,Delta||United||United
ATL,CLT,3,Delta
ATL,CLT,3,Delta||Delta||Delta
ATL,CLT,3,Delta||United
ATL,CLT,3,Delta||United||United
ATL,CLT,9,American Airlines
ATL,CLT,9,American Airlines||American Airlines
ATL,CLT,9,American Airlines||American Airlines||American Airlines
ATL,CLT,9,United||United
ATL,CLT,9,United||United||United
ATL,CLT,10,American Airlines
ATL,CLT,10,American Airlines||American Airlines
ATL,CLT,10,American Airlines||American Airlines||American Airlines
ATL,CLT,10,Delta||Delta
ATL,CLT,10,JetBlue Airways||JetBlue Airways
ATL,CLT,10,United||United
ATL,CLT,10,United||United||United
ATL,CLT,11,American Airlines
ATL,CLT,11,American Airlines||American Airlines
ATL,CLT,11,American Airlines||American Airlines||American Airlines
ATL,CLT,11,Delta
ATL,CLT,11,Delta||Delta
ATL,CLT,11,Delta||Delta||Delta
ATL,CLT,11,Delta||United
ATL,CLT,11,Delta||United||United
ATL,CLT,12,American Airlines
ATL,CLT,12,American Airlines||American Airlines
ATL,CLT,12,American Airlines||American Airlines||American Airlines
ATL,CLT,12,Delta
ATL,CLT,12,Delta||Delta
ATL,CLT,12,Delta||Delta||Delta
ATL,CLT,13,American Airlines||American Airlines
ATL,CLT,13,American Airlines||American Airlines||American Airlines
ATL,CLT,13,Delta
ATL,CLT,13,Delta||Delta
ATL,CLT,13,Delta||Delta||Delta
ATL,CLT,13,United||United
ATL,CLT,13,United||United||United
ATL,CLT,14,American Airlines||American Airlines
ATL,CLT,14,American Airlines||American Airlines||American Airlines
ATL,CLT,14,Delta
ATL,CLT,14,Delta||Delta
ATL,CLT,14,Delta||Delta||Delta
ATL,CLT,14,Delta||United
ATL,CLT,14,JetBlue Airways||JetBlue Airways
ATL,CLT,14,United||United
ATL,CLT,15,American Airlines
ATL,CLT,15,American Airlines||American Airlines
ATL,CLT,15,American Airlines||American Airlines||American Airlines
ATL,CLT,15,Delta
ATL,CLT,15,Delta||Delta
ATL,CLT,15,Delta||United
ATL,CLT,15,JetBlue Airways||JetBlue Airways
ATL,CLT,15,United||United
ATL,CLT,16,American Airlines||American Airlines
ATL,CLT,16,American Airlines||American Airlines||American Airlines
ATL,CLT,16,Delta
ATL,CLT,16,Delta||Delta
ATL,CLT,16,Delta||Delta||Delta
ATL,CLT,16,United||United
ATL,CLT,16,United||United||United
ATL,CLT,17,American Airlines
ATL,CLT,17,American Airlines||American Airlines
ATL,CLT,17,Delta||Delta
ATL,CLT,17,Delta||Delta||Delta
ATL,CLT,17,Delta||United
ATL,CLT,17,Delta||United||United
ATL,CLT,17,United||United
ATL,CLT,17,United||United||United
ATL,CLT,18,American Airlines
ATL,CLT,18,American Airlines||American Airlines
ATL,CLT,18,American Airlines||American Airlines||American Airlines
ATL,CLT,18,Delta||Delta||Delta
ATL,CLT,18,Southern Airways Express||Southern Airways Express||American Airlines
ATL,CLT,18,United||United
ATL,CLT,19,American Airlines||American Airlines
ATL,CLT,19,Delta
ATL,CLT,19,Delta||Delta
ATL,CLT,19,Delta||Delta||Delta
ATL,CLT,19,Delta||United
ATL,CLT,19,United||United
ATL,CLT,19,United||United||United
ATL,CLT,20,American Airlines
ATL,CLT,20,American Airlines||American Airlines
ATL,CLT,20,Delta
ATL,CLT,20,Delta||Delta
ATL,CLT,20,Delta||Delta||Delta
ATL,CLT,21,American Airlines||American Airlines
ATL,CLT,21,American Airlines||American Airlines||American Airlines
ATL,CLT,21,Delta
ATL,CLT,21,Delta||Delta
ATL,CLT,21,JetBlue Airways||JetBlue Airways
ATL,CLT,21,United||United
ATL,CLT,22,American Airlines
ATL,CLT,22,American Airlines||American Airlines
ATL,CLT,22,American Airlines||American Airlines||American Airlines
ATL,CLT,22,Delta
ATL,CLT,22,United||United
ATL,CLT,23,American Airlines
ATL,CLT,23,American Airlines||American Airlines||American Airlines
ATL,CLT,23,Delta
ATL,CLT,23,Delta||Delta
ATL,CLT,23,United||United
ATL,DEN,0,American Airlines||American Airlines||American Airlines
ATL,DEN,0,Delta
ATL,DEN,0,Delta||United
ATL,DEN,0,Frontier Airlines
ATL,DEN,0,Frontier Airlines||Frontier Airlines
ATL,DEN,0,JetBlue Airways||JetBlue Airways
ATL,DEN,0,United||United
ATL,DEN,1,Delta
ATL,DEN,1,Delta||United
ATL,DEN,1,Delta||United||United
ATL,DEN,1,Frontier Airlines
ATL,DEN,1,Frontier Airlines||Frontier Airlines
ATL,DEN,1,Spirit Airlines||Spirit Airlines
ATL,DEN,1,United||United
ATL,DEN,2,Delta
ATL,DEN,2,Delta||Delta
ATL,DEN,2,Delta||Delta||Delta
ATL,DEN,2,Delta||United
ATL,DEN,2,Delta||United||United
ATL,DEN,2,Frontier Airlines
ATL,DEN,2,Frontier Airlines||Frontier Airlines
ATL,DEN,2,Spirit Airlines
ATL,DEN,3,Delta||Delta
ATL,DEN,3,Delta||Delta||Delta
ATL,DEN,3,Delta||United
ATL,DEN,3,Delta||United||United
ATL,DEN,9,American Airlines||American Airlines
ATL,DEN,9,American Airlines||American Airlines||American Airlines
ATL,DEN,9,Frontier Airlines||Frontier Airlines
ATL,DEN,9,Spirit Airlines||Spirit Airlines
ATL,DEN,9,United||United
ATL,DEN,10,American Airlines||American Airlines
ATL,DEN,10,American Airlines||American Airlines||American Airlines
ATL,DEN,10,American Airlines||Key Lime Air||Key Lime Air
ATL,DEN,10,Frontier Airlines
ATL,DEN,10,Frontier Airlines||Frontier Airlines
ATL,DEN,10,JetBlue Airways||JetBlue Airways
ATL,DEN,10,Spirit Airlines
ATL,DEN,10,Spirit Airlines||Spirit Airlines
ATL,DEN,10,United||Key Lime Air||Key Lime Air
ATL,DEN,10,United||United
ATL,DEN,10,United||United||United
ATL,DEN,11,American Airlines||American Airlines
ATL,DEN,11,American Airlines||Key Lime Air||Key Lime Air
ATL,DEN,11,Delta||Delta
ATL,DEN,11,Delta||Delta||Delta
ATL,DEN,11,Delta||United
ATL,DEN,11,Frontier Airlines
ATL,DEN,11,Frontier Airlines||Frontier Airlines
ATL,DEN,11,JetBlue Airways||JetBlue Airways
ATL,DEN,11,Spirit Airlines
ATL,DEN,11,Spirit Airlines||Spirit Airlines
ATL,DEN,11,United||United
ATL,DEN,11,United||United||United
ATL,DEN,12,Alaska Airlines||Alaska Airlines
ATL,DEN,12,American Airlines||American Airlines
ATL,DEN,12,American Airlines||American Airlines||American Airlines
ATL,DEN,12,American Airlines||Key Lime Air||Key Lime Air
ATL,DEN,12,Delta
ATL,DEN,12,Delta||Delta
ATL,DEN,12,Delta||Delta||Delta
ATL,DEN,12,Delta||United
ATL,DEN,12,Frontier Airlines
ATL,DEN,12,Frontier Airlines||Frontier Airlines
ATL,DEN,12,Spirit Airlines
ATL,DEN,12,Spirit Airlines||Spirit Airlines
ATL,DEN,12,United
ATL,DEN,13,American Airlines||American Airlines
ATL,DEN,13,Delta
ATL,DEN,13,Delta||Delta
ATL,DEN,13,Delta||Delta||Delta
ATL,DEN,13,Delta||United
ATL,DEN,13,Frontier Airlines||Frontier Airlines
ATL,DEN,13,United
ATL,DEN,13,United||United
ATL,DEN,14,American Airlines||American Airlines
ATL,DEN,14,Delta
ATL,DEN,14,Delta||Delta
ATL,DEN,14,Delta||Delta||Delta
ATL,DEN,14,Delta||United
ATL,DEN,14,Frontier Airlines||Frontier Airlines
ATL,DEN,14,JetBlue Airways||JetBlue Airways
ATL,DEN,14,Spirit Airlines||Spirit Airlines
ATL,DEN,14,United||Key Lime Air||Key Lime Air
ATL,DEN,14,United||United
ATL,DEN,15,American Airlines||American Airlines
ATL,DEN,15,American Airlines||American Airlines||American Airlines
ATL,DEN,15,American Airlines||Key Lime Air||Key Lime Air
ATL,DEN,15,Boutique Air||Boutique Air||United
ATL,DEN,15,Delta
ATL,DEN,15,Delta||Delta
ATL,DEN,15,Delta||Delta||Delta
ATL,DEN,15,Delta||United
ATL,DEN,15,Frontier Airlines||Frontier Airlines
ATL,DEN,15,Spirit Airlines||Spirit Airlines
ATL,DEN,15,United||United
ATL,DEN,15,United||United||United
ATL,DEN,16,American Airlines||American Airlines
ATL,DEN,16,Delta
ATL,DEN,16,Delta||Delta
ATL,DEN,16,Delta||Delta||Delta
ATL,DEN,16,Delta||United
ATL,DEN,16,Frontier Airlines||Frontier Airlines
ATL,DEN,16,JetBlue Airways||JetBlue Airways
ATL,DEN,16,Spirit Airlines||Spirit Airlines
ATL,DEN,16,United||United
ATL,DEN,17,American Airlines||American Airlines
ATL,DEN,17,American Airlines||American Airlines||American Airlines
ATL,DEN,17,Delta
ATL,DEN,17,Delta||Delta
ATL,DEN,17,Delta||United
ATL,DEN,17,Frontier Airlines||Frontier Airlines
ATL,DEN,17,Spirit Airlines||Spirit Airlines
ATL,DEN,17,United
ATL,DEN,17,United||United
ATL,DEN,18,American Airlines||American Airlines
ATL,DEN,18,Delta||Delta
ATL,DEN,18,Delta||Delta||Delta
ATL,DEN,18,Delta||United
ATL,DEN,18,Frontier Airlines
ATL,DEN,18,Frontier Airlines||Frontier Airlines
ATL,DEN,18,JetBlue Airways||JetBlue Airways
ATL,DEN,18,Spirit Airlines||Spirit Airlines
ATL,DEN,18,United||United
ATL,DEN,18,United||United||United
ATL,DEN,19,American Airlines||American Airlines
ATL,DEN,19,Delta
ATL,DEN,19,Delta||Delta
ATL,DEN,19,Delta||Delta||Delta
ATL,DEN,19,Frontier Airlines
ATL,DEN,19,Frontier Airlines||Frontier Airlines
ATL,DEN,19,Spirit Airlines||Spirit Airlines
ATL,DEN,19,United||United
ATL,DEN,19,United||United||United
ATL,DEN,20,American Airlines||American Airlines
ATL,DEN,20,American Airlines||American Airlines||American Airlines
ATL,DEN,20,Delta
ATL,DEN,20,Delta||Delta
ATL,DEN,20,Delta||Delta||Delta
ATL,DEN,20,Delta||United
ATL,DEN,20,Frontier Airlines
ATL,DEN,20,Frontier Airlines||Frontier Airlines
ATL,DEN,20,JetBlue Airways||JetBlue Airways
ATL,DEN,20,Spirit Airlines
ATL,DEN,20,United
ATL,DEN,20,United||United
ATL,DEN,21,American Airlines||American Airlines
ATL,DEN,21,Delta
ATL,DEN,21,Delta||Delta
ATL,DEN,21,Frontier Airlines
ATL,DEN,21,Frontier Airlines||Frontier Airlines
ATL,DEN,21,United||United
ATL,DEN,21,United||United||United
ATL,DEN,22,American Airlines||American Airlines
ATL,DEN,22,American Airlines||American Airlines||American Airlines
ATL,DEN,22,Delta
ATL,DEN,22,Frontier Airlines||Frontier Airlines
ATL,DEN,22,United||United
ATL,DEN,22,United||United||United
ATL,DEN,23,American Airlines||American Airlines
ATL,DEN,23,American Airlines||American Airlines||American Airlines
ATL,DEN,23,Delta
ATL,DEN,23,Delta||Delta
ATL,DEN,23,Delta||United
ATL,DEN,23,Frontier Airlines
ATL,DEN,23,Frontier Airlines||Frontier Airlines
ATL,DEN,23,Spirit Airlines
ATL,DEN,23,United||United
ATL,DFW,0,American Airlines||American Airlines
ATL,DFW,0,Delta
ATL,DFW,0,Delta||Delta
ATL,DFW,0,JetBlue Airways||JetBlue Airways
ATL,DFW,1,Delta
ATL,DFW,1,Delta||Delta
ATL,DFW,1,Frontier Airlines||Frontier Airlines
ATL,DFW,1,Spirit Airlines
ATL,DFW,1,Spirit Airlines||Spirit Airlines
ATL,DFW,1,United||United
ATL,DFW,2,Delta
ATL,DFW,2,Delta||United
ATL,DFW,2,Delta||United||United
ATL,DFW,2,Frontier Airlines||Frontier Airlines
ATL,DFW,3,Delta
ATL,DFW,3,Delta||Delta
ATL,DFW,3,Delta||United
ATL,DFW,3,Delta||United||United
ATL,DFW,3,Frontier Airlines||Frontier Airlines
ATL,DFW,9,American Airlines||American Airlines
ATL,DFW,9,American Airlines||American Airlines||American Airlines
ATL,DFW,9,Frontier Airlines||Frontier Airlines
ATL,DFW,9,Spirit Airlines||Spirit Airlines
ATL,DFW,9,United||United
ATL,DFW,10,American Airlines
ATL,DFW,10,American Airlines||American Airlines
ATL,DFW,10,American Airlines||American Airlines||American Airlines
ATL,DFW,10,Delta||Delta
ATL,DFW,10,Frontier Airlines
ATL,DFW,10,Frontier Airlines||Frontier Airlines
ATL,DFW,10,United||United
ATL,DFW,11,American Airlines
ATL,DFW,11,American Airlines||American Airlines
ATL,DFW,11,Delta
ATL,DFW,11,Delta||Delta
ATL,DFW,11,Delta||United
ATL,DFW,11,Frontier Airlines
ATL,DFW,11,Frontier Airlines||Frontier Airlines
ATL,DFW,11,JetBlue Airways||JetBlue Airways
ATL,DFW,11,Spirit Airlines||Spirit Airlines
ATL,DFW,11,United||United
ATL,DFW,12,American Airlines
ATL,DFW,12,American Airlines||American Airlines
ATL,DFW,12,American Airlines||American Airlines||American Airlines
ATL,DFW,12,Delta
ATL,DFW,12,Delta||Delta
ATL,DFW,12,Delta||United||United
ATL,DFW,12,Frontier Airlines
ATL,DFW,12,Spirit Airlines
ATL,DFW,12,Spirit Airlines||Spirit Airlines
ATL,DFW,12,United||United
ATL,DFW,13,American Airlines||American Airlines
ATL,DFW,13,Delta
ATL,DFW,13,Delta||Delta
ATL,DFW,13,Delta||United
ATL,DFW,13,Frontier Airlines||Frontier Airlines
ATL,DFW,13,Spirit Airlines
ATL,DFW,13,Spirit Airlines||Spirit Airlines
ATL,DFW,13,United||United
ATL,DFW,14,American Airlines
ATL,DFW,14,American Airlines||American Airlines
ATL,DFW,14,Delta
ATL,DFW,14,Delta||Delta
ATL,DFW,14,Frontier Airlines
ATL,DFW,14,Frontier Airlines||Frontier Airlines
ATL,DFW,14,JetBlue Airways||JetBlue Airways
ATL,DFW,14,Spirit Airlines||Spirit Airlines
ATL,DFW,14,United||United
ATL,DFW,15,American Airlines||American Airlines
ATL,DFW,15,Delta
ATL,DFW,15,Delta||United||United
ATL,DFW,15,Frontier Airlines||Frontier Airlines
ATL,DFW,15,Spirit Airlines||Spirit Airlines
ATL,DFW,15,United||United
ATL,DFW,16,American Airlines
ATL,DFW,16,American Airlines||American Airlines
ATL,DFW,16,Delta
ATL,DFW,16,Delta||Delta
ATL,DFW,16,Delta||United
ATL,DFW,16,Frontier Airlines
ATL,DFW,16,Frontier Airlines||Frontier Airlines
ATL,DFW,16,JetBlue Airways||JetBlue Airways
ATL,DFW,16,Spirit Airlines||Spirit Airlines
ATL,DFW,16,United||United
ATL,DFW,17,American Airlines||American Airlines
ATL,DFW,17,Delta
ATL,DFW,17,Delta||Delta
ATL,DFW,17,Delta||United
ATL,DFW,17,Delta||United||United
ATL,DFW,17,Frontier Airlines
ATL,DFW,17,Spirit Airlines||Spirit Airlines
ATL,DFW,17,United||United
ATL,DFW,18,American Airlines
ATL,DFW,18,American Airlines||American Airlines
ATL,DFW,18,Delta
ATL,DFW,18,Frontier Airlines
ATL,DFW,18,Frontier Airlines||Frontier Airlines
ATL,DFW,18,Southern Airways Express||Southern Airways Express||American Airlines
ATL,DFW,18,Spirit Airlines||Spirit Airlines
ATL,DFW,18,United||United
ATL,DFW,19,American Airlines||American Airlines
ATL,DFW,19,Delta
ATL,DFW,19,Delta||Delta
ATL,DFW,19,Delta||United
ATL,DFW,19,Delta||United||United
ATL,DFW,19,Frontier Airlines
ATL,DFW,19,Frontier Airlines||Frontier Airlines
ATL,DFW,19,Spirit Airlines||Spirit Airlines
ATL,DFW,19,United||United
ATL,DFW,20,American Airlines
ATL,DFW,20,American Airlines||American Airlines
ATL,DFW,20,Delta
ATL,DFW,20,Delta||United
ATL,DFW,20,Frontier Airlines
ATL,DFW,20,Frontier Airlines||Frontier Airlines
ATL,DFW,20,United||United
ATL,DFW,21,American Airlines||American Airlines
ATL,DFW,21,Delta
ATL,DFW,21,Delta||Delta
ATL,DFW,21,Delta||United
ATL,DFW,21,Frontier Airlines||Frontier Airlines
ATL,DFW,21,United||United
ATL,DFW,22,American Airlines
ATL,DFW,22,American Airlines||American Airlines
ATL,DFW,22,American Airlines||American Airlines||American Airlines
ATL,DFW,22,Delta
ATL,DFW,22,Delta||Delta
ATL,DFW,22,United||United
ATL,DFW,23,American Airlines
ATL,DFW,23,American Airlines||American Airlines
ATL,DFW,23,American Airlines||American Airlines||American Airlines
ATL,DFW,23,Delta
ATL,DFW,23,Delta||Delta
ATL,DFW,23,Spirit Airlines||Spirit Airlines
ATL,DFW,23,United||United
ATL,DTW,0,American Airlines||American Airlines
ATL,DTW,0,American Airlines||American Airlines||American Airlines
ATL,DTW,0,Delta
ATL,DTW,0,Delta||Delta
ATL,DTW,0,Frontier Airlines||Frontier Airlines
ATL,DTW,0,JetBlue Airways||JetBlue Airways
ATL,DTW,1,Delta||Delta
ATL,DTW,1,Spirit Airlines||Spirit Airlines
ATL,DTW,2,Delta
ATL,DTW,2,Delta||Delta
ATL,DTW,2,Delta||United
ATL,DTW,2,Delta||United||United
ATL,DTW,2,Frontier Airlines||Frontier Airlines
ATL,DTW,3,Delta
ATL,DTW,3,Delta||Delta
ATL,DTW,3,Delta||United||United
ATL,DTW,9,American Airlines||American Airlines
ATL,DTW,9,American Airlines||American Airlines||American Airlines
ATL,DTW,9,Frontier Airlines||Frontier Airlines
ATL,DTW,9,Spirit Airlines||Spirit Airlines
ATL,DTW,9,United||United
ATL,DTW,9,United||United||United
ATL,DTW,10,American Airlines||American Airlines
ATL,DTW,10,American Airlines||American Airlines||American Airlines
ATL,DTW,10,Delta||Delta
ATL,DTW,10,Frontier Airlines
ATL,DTW,10,Frontier Airlines||Frontier Airlines
ATL,DTW,10,JetBlue Airways||JetBlue Airways
ATL,DTW,10,Spirit Airlines
ATL,DTW,10,United||Delta
ATL,DTW,10,United||United
ATL,DTW,11,American Airlines||American Airlines
ATL,DTW,11,American Airlines||American Airlines||American Airlines
ATL,DTW,11,Delta
ATL,DTW,11,Delta||Delta
ATL,DTW,11,Delta||United
ATL,DTW,11,Delta||United||United
ATL,DTW,11,JetBlue Airways||JetBlue Airways
ATL,DTW,11,Spirit Airlines
ATL,DTW,11,Spirit Airlines||Spirit Airlines
ATL,DTW,12,American Airlines||American Airlines
ATL,DTW,12,American Airlines||American Airlines||American Airlines
ATL,DTW,12,Delta
ATL,DTW,12,Delta||Cape Air||Cape Air||Delta
ATL,DTW,12,Delta||Delta
ATL,DTW,12,Frontier Airlines
ATL,DTW,12,Frontier Airlines||Frontier Airlines
ATL,DTW,12,Spirit Airlines
ATL,DTW,12,Spirit Airlines||Spirit Airlines
ATL,DTW,13,American Airlines||American Airlines
ATL,DTW,13,Delta
ATL,DTW,13,Delta||Cape Air||Cape Air||Delta
ATL,DTW,13,Delta||Delta
ATL,DTW,13,Delta||United
ATL,DTW,13,Frontier Airlines
ATL,DTW,13,Frontier Airlines||Frontier Airlines
ATL,DTW,13,Spirit Airlines||Spirit Airlines
ATL,DTW,13,United||Delta
ATL,DTW,13,United||United
ATL,DTW,13,United||United||United
ATL,DTW,14,American Airlines||American Airlines
ATL,DTW,14,Delta
ATL,DTW,14,Delta||Cape Air||Cape Air||Delta
ATL,DTW,14,Delta||Delta
ATL,DTW,14,Delta||United
ATL,DTW,14,Delta||United||United
ATL,DTW,14,JetBlue Airways||JetBlue Airways
ATL,DTW,14,Spirit Airlines
ATL,DTW,14,Spirit Airlines||Spirit Airlines
ATL,DTW,14,United||United
ATL,DTW,15,American Airlines||American Airlines
ATL,DTW,15,American Airlines||American Airlines||American Airlines
ATL,DTW,15,Delta
ATL,DTW,15,Delta||Cape Air||Cape Air||Delta
ATL,DTW,15,Delta||Delta
ATL,DTW,15,Delta||United
ATL,DTW,15,Frontier Airlines
ATL,DTW,15,Frontier Airlines||Frontier Airlines
ATL,DTW,15,JetBlue Airways||JetBlue Airways
ATL,DTW,15,Spirit Airlines
ATL,DTW,15,United||Cape Air||Cape Air||Delta
ATL,DTW,15,United||Delta
ATL,DTW,15,United||United
ATL,DTW,16,American Airlines||American Airlines
ATL,DTW,16,Delta
ATL,DTW,16,Delta||Cape Air||Cape Air||Delta
ATL,DTW,16,Delta||Delta
ATL,DTW,16,Delta||United
ATL,DTW,16,Delta||United||United
ATL,DTW,16,Spirit Airlines
ATL,DTW,16,Spirit Airlines||Spirit Airlines
ATL,DTW,16,United||United
ATL,DTW,17,American Airlines||American Airlines
ATL,DTW,17,American Airlines||American Airlines||American Airlines
ATL,DTW,17,Delta
ATL,DTW,17,Delta||Delta
ATL,DTW,17,Delta||United
ATL,DTW,17,Spirit Airlines
ATL,DTW,17,Spirit Airlines||Spirit Airlines
